id,download_url,project_name,city,category,theme,duration,quota,description
I-1-2,https://twpathfinder.org/overview_d/571,歐洲安全與能源策略實踐,斯洛伐克布拉提斯拉瓦,(一)國際組織、基金會、智庫見習,中歐能源安全與政策研究實踐,115 年 9 月 15 日至 12 月 5 日，共計 82 日（含飛行日）,1,親臨中東歐能源論壇，投身歐盟安全與烏克蘭重建研究，透過政策分析、國際議程協調，解鎖外交實戰力。
I-1-3,https://twpathfinder.org/overview_d/578,探戈與智庫的政策共舞,阿根廷圖庫曼市,(一)國際組織、基金會、智庫見習,培育拉美事務與民主治理專才,115 年 9 月 1 日至 11 月 30 日，共計 91 日（不含飛行日）,2,赴布宜諾斯艾利斯進行實務研究，鎖定民主價值與區域經貿議題，回國分享外交洞見，成為具戰略視野的青年先鋒
I-1-4,https://twpathfinder.org/overview_d/579,墨西哥軟實力領袖營,墨西哥墨西哥市、瓦哈卡州、哈利斯科州或恰帕斯州,(一)國際組織、基金會、智庫見習,文化觀光與領導力開發,115 年 10 月 3 日至 11 月 30 日，共計 59 日（含飛行日）,2,與在地基金會合作，學習永續觀光經營，透過專案連結社區發展，建立深度的國際人際連結。
I-1-5,https://twpathfinder.org/overview_d/581,外交練功坊,印度新德里,(一)國際組織、基金會、智庫見習,科技與地緣政治,115 年 8 月 1 日至 11 月 1 日，共計 93 日（不含飛行日）,2,進駐國際外交智庫三至六月，在導師與研究夥伴指導下進行政策研究，參與論壇並完成公開發表成果。
I-1-6,https://twpathfinder.org/overview_d/582,戰略羅盤航向印太,印度新德里,(一)國際組織、基金會、智庫見習,印太海權地緣戰略與國際政治,115年 9 月 1 日至 12 月 1 日，共計 92 日（不含飛行日）,2,給自己一個航向未知的機會。在印度的海洋心臟，用三個月換取一輩子的戰略格局，寫下最獨特的青春篇章。
I-1-7,https://twpathfinder.org/overview_d/583,國際特工：人權守門員,捷克布拉格,(一)國際組織、基金會、智庫見習,國際事務與實務研習,115 年 9 月 1 日至 11 月 20 日，共計 81 日（不含飛行日）,1,深入 PIN 人權部門！強化國際援助術能，解析全球人道議題脈絡，探索未來在國際舞台發揮影響力的無限可能。
I-1-8,https://twpathfinder.org/overview_d/584,光影紀錄：人權剪接師,捷克布拉格,(一)國際組織、基金會、智庫見習,國際事務與數位內容創作,115 年 9 月 1 日至 11 月 20 日，共計 81 日（不含飛行日）,1,走入人權倡議最前線！強化國際事務知能，將人道救援素材轉化為震撼影像，在 PIN 探索數位敘事的無限可能。
I-1-9,https://twpathfinder.org/overview_d/585,解碼 PIN：影響力特工,捷克布拉格,(一)國際組織、基金會、智庫見習,國際事務與影音實務,115 年 9 月 1 日至 11 月 20 日，共計 81 日（不含飛行日）,1,直擊國際人道援助核心！深度參與媒體部門運作，累積跨國實務經驗，讓專業術能成為推動人權進步的關鍵力量。
I-1-10,https://twpathfinder.org/overview_d/586,PIN：虛擬實境實驗室,捷克布拉格,(一)國際組織、基金會、智庫見習,國際事務與科技倡議,115 年 9 月 1 日至 11 月 20 日，共計 81 日（不含飛行日）,1,挑戰跨國影響力！在媒體部門研究 VR 應用，強化國際事務知能，用 360 度視角探索你在人道議題中的無限可能。
I-1-11,https://twpathfinder.org/overview_d/580,全球民主政策研究特攻,保加利亞索菲亞,(一)國際組織、基金會、智庫見習,民主研究數位治理,115 年 10 月 30 日至 11 月 29 日間，共計 31 天（不含飛行日）,1,想了解科技如何翻轉民主？加入CSD團隊，解密可信賴網路與碳權合作。透過專業翻譯與研究訓練，走進半導體供應鏈的戰略中心，培養接軌國際的數位政策分析力。
I-1-12,https://twpathfinder.org/overview_d/587,荷蘭運河上的彩虹夢想,荷蘭阿姆斯特丹,(一)國際組織、基金會、智庫見習,跨越國境的彩虹,暫定 115 年 7 月 15 日至 8 月 15 日，共計 32 日（不含飛行日）,1,飛往阿姆斯特丹世界同志大遊行！透過運河遊行與亞裔權益工作坊，在專業導師帶領下實踐公民倡議，拓展國際人脈。
I-1-13,https://twpathfinder.org/overview_d/589,布一樣潮 時尚職人旅程,義大利米蘭,(一)國際組織、基金會、智庫見習,躍上國際時裝伸展台,115 年 9 月 21 日至 10 月 4 日，共計 14 日（不含飛行日）,10,前進米蘭時尚學院，深度研習頂尖打版與紡織實務！由業師全程輔導並提供食宿交通支援，助你從臺灣職人蛻變為國際設計先驅，國家助你勇敢追夢。
I-1-14,https://twpathfinder.org/overview_d/590,書寫愛爾蘭，圓夢計畫,愛爾蘭都柏林,(一)國際組織、基金會、智庫見習,都柏林打造台愛文學新視界,115 年 9 月 10 日至 12 月 2 日，共計 84 日（不含飛行日）,1,進駐三一大學頂尖翻譯中心，策劃歐陸文學盛事。透過籌辦新書及研討會，讓臺灣觀點走入國際，成就非凡！
I-1-15,https://twpathfinder.org/overview_d/591,勇闖貝里斯：保育實習生,貝里斯貝里斯市、貝爾墨潘,(一)國際組織、基金會、智庫見習,用影像與設計守護雨林,115 年 9 月 1 日至 9 月 30 日，共計 30 日（不含飛行日）,1,前進貝里斯！擔任 PACT 實習生，投身氣候金融與保育田調，將你的社群創意轉化為影響世界的環保能量。
I-1-16,https://twpathfinder.org/overview_d/594,華府躍遷：青年國際計畫,美國華盛頓特區,(一)國際組織、基金會、智庫見習,與世界菁英共築民主願景,115 年 9 月 1 日至 11 月 30 日，共計 91 日（不含飛行日）,1,前進駐美代表處與NED，在華府智庫第一線見習！計畫提供專業導師輔導、簽證補助及生活支援，助你掌握印太戰略格局，開啟接軌國際的職涯巔峰。
I-1-19,https://twpathfinder.org/overview_d/588,淨零智庫！永續大進擊,日本神奈川縣及東京,(一)國際組織、基金會、智庫見習,日本地方政府淨零轉型治理見習,暫定 115 年 7 月中下旬至 10 月上旬，共計 80 日（不含飛行日）,2,本計畫與 ICLEI Japan 及國際智庫 IGES 深度協作，帶領學生直擊日本淨零轉型路徑。透過參與循環經濟政策研究，掌握全球治理脈動，產出具影響力的專題成果，成為未來政策領航者！
I-1-20,https://twpathfinder.org/overview_d/595,城市未來製造,日本東京,(一)國際組織、基金會、智庫見習,地方治理研究,115 年 8 月 16 日至 9 月 18 日，共計 34 日（含飛行日）,2,透過赴日觀摩地方自治研究機構，理解地方治理運作模式，學習制度設計與比較研究方法，培養政策分析與制度比較能力，提升政策研究專業素養。
I-1-21,https://twpathfinder.org/overview_d/596,美東領袖特攻,美國波士頓、華盛頓特區、紐約,(一)國際組織、基金會、智庫見習,國際組織見習與領袖交流,115 年 10 月 11 日至 10 月 27 日，共計 17 日 ( 含飛行日 ),16,走進國際公共事務與文化交流場域，透過觀摩與互動學習，培養青年理解全球議題並建立行動力與國際視野，啟發青年成為未來國際參與者。
I-1-22,https://twpathfinder.org/overview_d/597,印加文明解鎖,祕魯庫斯科、利馬,(一)國際組織、基金會、智庫見習,多元文化探索,暫定 115 年 6 月 25 日至 7 月 10 日，共計 16 日（含飛行日）,16,深入祕魯各地文化場域，認識多元族群的歷史背景與文化發展脈絡。
I-1-23,https://twpathfinder.org/overview_d/592,智庫領航 加亞外交實習,加拿大多倫多,(一)國際組織、基金會、智庫見習,加亞關係研究與全球高峰會籌辦見習,"115 年 8 月 17 日入境加拿大,115 年 8 月 24 日開始見習,115 年 12 月 9 日離境加拿大,共計 115 天 (不含飛行日)。",1,本計畫進駐加拿大亞太智庫，參與孟買 CanWIN 全球高峰會籌備。學生將在多倫多大學與新世代領袖對話，研究印太戰略與經貿動態，透過撰寫政策報告，培養具備地緣政治視野的國際事務人才！
I-1-24,https://twpathfinder.org/overview_d/593,德國教育實踐營,德國：波昂、柏林,(一)國際組織、基金會、智庫見習,跨國教育外交與政策見習,115 年 7 月 6 日至 7 月 20 日，共計 15 日 ( 不含飛行日 ),2,從法規到國際交換，全方位解構教育政策中樞，培育下一代引領國際的教育行政專才。
I-1-25,https://twpathfinder.org/overview_d/598,知識守護者,巴拉圭亞松森市,(一)國際組織、基金會、智庫見習,文化教育及圖書館管理,暫定 115 年 7 月 20 日至 12 月 19 日期間，共計 1 個月（不含飛行日）,1,透過Koha系統與編目實務，培養分類與資訊組織能力，參與知識架構的建立過程。
I-1-26,https://twpathfinder.org/overview_d/599,解碼韌性：未來城市實驗室,德國波昂,(一)國際組織、基金會、智庫見習,韌性、循環與城市治理,暫定 115 年 9 月至 12 月間，共計 80 日（不含飛行日）,5,直擊全球研究前線！從調適策略到數位金融，參與 ICLEI 多元主題部門，在國際網絡中累積永續治理實務經驗。
I-1-27,https://twpathfinder.org/overview_d/601,汞的陰影 從水俣到世界,日本熊本縣水俣市,(一)國際組織、基金會、智庫見習,汞污染公害,暫定 115 年 10 月中下旬至 11 月上旬，共計 18 日（含飛行日）,10,透過案例研習與實地觀察，從汞污染事件出發，解析國際公約與治理策略，培養青年環境思辨與國際理解力，理解環境與社會共生之路。
I-1-28,https://twpathfinder.org/overview_d/602,海洋永續行動力,日本東京,(一)國際組織、基金會、智庫見習,海洋永續治理,115 年 9 月 1 日至 11 月 20 日，共計 81 天（含飛行日）,1,走進海洋政策研究現場，認識藍碳與海洋科學，理解政府如何透過跨部門合作推動永續海洋行動。
I-1-29,https://twpathfinder.org/overview_d/604,亞太海洋導航者計畫,日本東京、橫須賀 、遠端,(一)國際組織、基金會、智庫見習,海洋事務研究,暫定 115 年 8 月 1 日至 10 月 23 日，共計 84 日（含飛行日）,1,透過實際參與研究與行政工作，探索海洋相關職涯與未來發展方向，認識研究如何推動海洋永續發展與政策實踐。
I-1-30,https://twpathfinder.org/overview_d/605,加拿大性權倡議實踐營,加拿大溫哥華、卡加利、多倫多,(一)國際組織、基金會、智庫見習,加國性教育與社運實踐,115 年 8 月 28 日至 9 月 17 日，共計 21 日（含飛行日）,15,深入加國頂尖大學與指標性NGO，實地觀摩性健康與性別政策。在專業導師帶領下，為臺灣性平願景寫下新篇章！
I-1-31,https://twpathfinder.org/overview_d/600,永續領航：澳洲治理蹲點,澳洲／雪梨,(一)國際組織、基金會、智庫見習,永續治理與國際公共事務海外見習,115 年 7 月 4 日至 7 月 20 日，共計 17 日（含飛行日）,20,本計畫赴澳洲西雪梨大學，聚焦永續治理與公共政策實務。透過校園課程、機構參訪與國際學伴制度，探討高教如何參與地方創生與社會轉型，培養具備國際移動力之公共事務人才！
I-1-32,https://twpathfinder.org/overview_d/610,全球青年領袖之路,美國紐約,(一)國際組織、基金會、智庫見習,聯合國會務與實務見習,115 年 9 月 7 日至 11 月 6 日，共計 61 日（不含飛行日）,3,憑藉世台基金會聯合國諮詢地位，帶你直擊紐約總部，參與婦女大會與高階論壇，實戰學習 NPO 營運秘辛。
I-1-33,https://twpathfinder.org/overview_d/611,城市不倒翁：美東探險,美國卡羅來納州、南卡羅來納州,(一)國際組織、基金會、智庫見習,台美防災治理與永續,115 年 8 月 22 日至 9 月 6 日，共計 16 日（含飛行日）,18,實地開箱 Helene 颶風災後現場，解鎖流域治理密碼。透過體驗與導覽，看雙城如何打造打不倒的強韌生命力。
I-3-1,https://twpathfinder.org/overview_d/603,矽谷築夢 新創實戰交流,美國舊金山,(三)新創團隊及職能培力,創業思維培養,115 年 9 月 25 日至 10 月 13 日，共計 19 天 ( 含飛行日 ),5,"從新創案例與交流中，帶領青年實際走進矽谷新創與科技社群,學習如何在生成式 AI、雲端服務、生態系平台、軟硬體整合快速變化的環境中,找到適合自己團隊的切入點與生存策略，建立創新思維。"
I-3-2,https://twpathfinder.org/overview_d/606,日本傳媒：AI 領導力,日本東京,(三)新創團隊及職能培力,日本數位媒體經營與 AI 轉型見,暫定 115 年 8 月 1 日至 8 月 15 日，共計 15 天 ( 含飛行日 ),20,本計畫深入東京 Mediagene 總部，與 C-Level 高層對談媒體轉型。學習 AI 廣告科技與大數據應用，透過圓桌模擬與創新提案，解密亞洲頂尖傳媒運籌，培養具國際商務洞察的數位領導人才！
I-3-3,https://twpathfinder.org/overview_d/607,德國 4.0 實境冒險,德國：法蘭克福、斯圖加特,(三)新創團隊及職能培力,新創培力與智慧自動化實務,暫定 115 年 10 月 4 日至 10 月 20 日，共計 17 天（含飛行日）,15,直擊全球自動化大展與工業研究所。17天對話德式工藝與太陽能之都，為高雄青年打造永續經營硬實力！
I-3-4,https://twpathfinder.org/overview_d/608,創業家特攻隊,美國亞利桑那州,(三)新創團隊及職能培力,新創團隊培育與實戰工作坊,暫定 115 年 8 月 12 日至 8 月 27 日，共計 16 天（含飛行日）,15,帶著創業夢闖蕩鳳凰城！深度參與新創聚會，對話頂尖學研單位與台商協會，打造你的全球新創人脈與國際影響力。
I-3-5,https://twpathfinder.org/overview_d/609,新創大腦升級,日本東京,(三)新創團隊及職能培力,國際新創職能與生態實習,暫定 115 年 8 月 17 日至 10 月 15 日，共計 60 天（不含飛行日）,2,直擊東京最大新創基地！擔任國際事務專員，對接日台資源，深度解構日本創業生態，養成國際即戰力。
I-3-6,https://twpathfinder.org/overview_d/615,我的加州創業生存戰,加拿大卑斯省甘露市,(三)新創團隊及職能培力,企業初創實務與市場定位,115 年 9 月 21 日至 10 月 17 日，共計 27 日（不含飛行日）,20,實戰演練創業全過程！從財務建模到投資人談判，分組開發專案並親手組建新企業，掌握商業落地的關鍵密碼。
I-3-7,https://twpathfinder.org/overview_d/793,系統架構師：歐洲進化論,荷蘭愛因荷芬、鹿特丹、台夫特、阿姆斯特丹,(三)新創團隊及職能培力,創新生態與永續科技,115 年 10 月 15 日至 11 月 1 日，共計 18 日（含飛行日）,16,走進全球深科技聚落！結合 HTI 專業課程與荷蘭設計週，培養跨領域整合力，親身實踐荷蘭式系統思考。
I-3-8,https://twpathfinder.org/overview_d/794,尤點子社企特攻,泰國曼谷,(三)新創團隊及職能培力,跨國社創思維與實務培力,115 年 8 月 1 日至 8 月 16 日，共計 16 天（含飛行日）,20,深入 AIT 實戰社企設計思考，對話泰國草根創新，打造翻轉社會的行動方案與全球影響力。
I-3-9,https://twpathfinder.org/overview_d/795,金創世代：國際金融實戰,德國法蘭克福,(三)新創團隊及職能培力,國際金融趨勢與新創產業人才培力,115 年 8 月 29 日至 9 月 14 日，共計 17 天（含飛行日）,20,本計畫透過專業課程與實地參訪，帶領青年掌握國際金融趨勢與新創脈動。藉由業師引領與文化交流，累積跨國實務經驗並激發創新思維，培養帶動臺灣金融升級的領航人才！
I-3-10,https://twpathfinder.org/overview_d/796,卓越教職：台美見習營,美國華盛頓州,(三)新創團隊及職能培力,解密華盛頓州導師制度,115 年 7 月 22 日至 8 月 7 日，共計 17 日（含飛行日）,5,深入華盛頓州教育廳，掌握系統化教師支持心法；透過蹲點見習與業師引導，與美方實務交流，翻轉專業視野。
I-4-1,https://twpathfinder.org/overview_d/797,創生特派員：雙城出任務,日本美濃市、陸奧市,(四)青年地方創生及社區機構,城市外交與品牌企劃實踐,暫定 115 年 7 月 25 日至 8 月 11 日，共計 18 日（含飛行日）,15,深入岐阜與青森，對接頂尖設計公司與創生協議會。透過實地走訪與企劃培訓，將日本經驗轉化為高雄的國際影響力。
I-4-2,https://twpathfinder.org/overview_d/798,沖繩編輯力,日本沖繩,(四)青年地方創生及社區機構,黑潮圈創生與文化轉譯,115 年 9 月 1 日至 9 月 19 日，共計 19 天（含飛行日）,15,跨越黑潮！深入沖繩，解鎖地方編輯術，將島嶼記憶轉化為創生養分，用筆與鏡頭改寫台灣地方故事。
I-4-3,https://twpathfinder.org/overview_d/799,光影造路：青年自媒體行動,韓國忠清南道扶餘郡、忠清北道忠州市,(四)青年地方創生及社區機構,自媒體經營及台韓文化交流,暫定 115 年 8 月 18 日至 9 月 1 日，共計 15 天（含飛行日）,15,去韓國當一場生活實驗的主角！以自媒體作為文化理解工具，透過海外實地觀察與跨國交流，讓影像創作成為連結兩地的橋樑，親手打造未來臺韓交流的新範本。
I-4-4,https://twpathfinder.org/overview_d/800,北海道職人朝聖,日本北海道,(四)青年地方創生及社區機構,工藝美學與地景再造,115 年 8 月 3 日至 8 月 17 日，共計 15 天（含飛行日）,16,當苑裡藺草遇上北海道職人精神。深入糧倉與森林，學習品牌六級化，將土地最真實的價值轉化為當代生活美學。
I-4-5,https://twpathfinder.org/overview_d/801,斜槓農人計畫,日本群馬縣,(四)青年地方創生及社區機構,環境永續與農創實務行動,115 年 7 月 6 日至 7 月 26 日，共計 21 天（含飛行日）,5,在群馬實習有機農法與溫室技術，並用社群轉譯地方魅力，養成未來農創即戰力。
I-4-6,https://twpathfinder.org/overview_d/802,島與森的對話,印尼雅加達、泗水、日惹特區,(四)青年地方創生及社區機構,生態社造見習,115 年 10 月 15 日至 11 月 13 日，共計 30 天（含飛行日）,2,從火山到紅樹林，直擊INDECON的永續社造心法，學習社區共好與生態營運，開啟地方創生新視野。
I-4-7,https://twpathfinder.org/overview_d/803,社區發展 接軌國際,加拿大渥太華,(四)青年地方創生及社區機構,青年社區服務國際見習,115 年 8 月 7 日入境加拿大，115 年 8 月12 日開始見習， 115 年 12 月10 日離境加拿大，共計 126 天（不含飛行日）。,2,赴加拿大HCDL參與社區基礎服務轉型專案，協助NEET青年發展可行途徑，累積國際經驗並推廣社會影響力。
I-4-8,https://twpathfinder.org/overview_d/804,客聚南洋青年實踐行動,新加坡、印尼雅加達,(四)青年地方創生及社區機構,田野調查及文化外交,115 年 7 月 1 日至 7 月 30 日，共計 30 日（含飛行日）,20,從新加坡指標建築啟用到印尼聚落深度蹲點，深度挖掘南洋客家靈魂！透過田野調查與藝術創作，開啟一場連結全球認同的文化外交行動。
I-5-1,https://twpathfinder.org/overview_d/805,大英駐點計畫,英國倫敦,(五)文創機構,國際級科學博物館人才養成,115 年 7 月 20 日至 8 月 10 日，共計 22 天（含飛行日）,6,供具基礎了解且有志於科博展示教育之學生，前往大英自然史博物館駐點學習的機會。
I-5-4,https://twpathfinder.org/overview_d/806,加拿大藝文特攻,加拿大溫哥華及多倫多,(五)文創機構,跨文化策展與國際媒體實習,暫定 115 年 7 月 1 日至 9 月 15 日，共計 77 天 （不含飛行日）,3,橫跨溫哥華與多倫多！深入台灣節與媒體實習，透過音樂節策劃與採訪，將臺灣客家魅力帥氣推向全球舞台！
I-5-5,https://twpathfinder.org/overview_d/807,掌握國際博物館大小事,美國聖塔安娜,(五)文創機構,從藝術實作開拓策展視野,暫定 115 年 8 月 1 日至 8 月 31 日，共計 31 天 ( 含飛行日 ),2,想看博物館的秘密後台嗎？前進海外挑戰策展實戰！協助藝術活動推廣，深入了解從藏品到展覽的神祕過程。用行動力連結社區與藝術，成為最具國際視野的文化推手。
I-5-6,https://twpathfinder.org/overview_d/808,文化駭客：職場讀心術,加拿大卑斯省甘露市,(五)文創機構,全球多元文化團隊協作,115 年 9 月 21 日至 10 月 17 日，共計 27 日（不含飛行日）,20,拆解面子談判與文化理論，在跨國工作坊中學習與世界溝通，打造在多元文化浪潮中脫穎而出的領導力。
I-5-7,https://twpathfinder.org/overview_d/809,城市畫布：休士頓特攻,美國德州休士頓,(五)文創機構,街頭藝術與文化認同,115 年 7 月 20 日至 8 月 9 日，共計 21 日（含飛行日）,6,藝術不只是創作！學習如何結合公部門與民間資源，掌握藝術管理的商業密碼，打造具備國際視野的創意策劃力。
I-5-8,https://twpathfinder.org/overview_d/810,解密柏林書海,德國柏林,(五)文創機構,圖書資訊管理與數位典藏,暫定 115 年 9 月 7 日至 21 日，共計 15 日 ( 不含飛行日 ),2,直擊柏林國家圖書館，實戰元資料處理與數位出版，讓圖資專業與德式嚴謹完美對接。
I-5-9,https://twpathfinder.org/overview_d/812,文物守護者,日本太宰府市,(五)文創機構,赴日跨越亞洲文化巔峰,暫定 115 年 8 月 19 日至 9 月 2 日，共計 15 日 ( 含飛行日 ),1,前進日本頂尖博物館，親研文物修復與策展。在太宰府古都，由專業業師指導，開啟國際藝術行政職涯！
I-5-10,https://twpathfinder.org/overview_d/811,馬戲特攻大任務,比利時布魯塞爾、德國柏林、捷克布拉格,(五)文創機構,當代馬戲藝術策展與專業教育考察,115 年 7 月 26 日至 8 月 15 日，共計 21 天 ( 含飛行日）,16,從頂尖馬戲學校實戰到國際藝術節策展分析，與全球專業人士對話，翻轉你的藝術視野。
I-5-11,https://twpathfinder.org/overview_d/813,舞動希望之翼,韓國首爾,(五)文創機構,前進海外共創藝術盛典,115 年 7 月 5 日至 9 月 26 日，共計 84 日（含飛行日）,3,國家撐腰！前進海外參與大型演出，從幕後企劃、舞台實作到跨國宣傳，舞蹈專才更有機會親自登台圓夢。
